package_id,courier_id,city,zone_id,task_type,origin_lat,origin_lng,destination_lat,destination_lng,assigned_time,accepted_time,pickup_time,completed_time,promised_delivery_time,courier_workload_2h,scenario_source,acceptance_gap_minutes,pickup_gap_minutes,execution_time_minutes,delay_minutes,is_delayed,delay_category,event_sequence_abnormality_score,time_window_violation_score,workload_pressure_score,distance_km,expected_execution_time_minutes,distance_adjusted_execution_ratio,route_execution_instability_score,operational_exception_severity,severity_class,root_cause_label
PKG-100219,CR-118,Chicago,Z2,delivery,41.94990609667541,-87.55800829442401,41.86075622836442,-87.55071469911238,2026-01-31 17:02:00,2026-01-31 17:17:00,2026-01-31 17:47:00,2026-01-31 19:50:00,2026-01-31 20:58:00,7,normal,15.0,30.0,123.0,0.0,False,On Time,0.0,0.0,0.35,9.93137220627758,23.83529329506619,5.1604147881604,1.0,0.1525,Low,Route execution instability
PKG-100220,CR-136,Memphis,Z4,delivery,35.12248694818657,-90.11655093784572,35.12498961994932,-90.07787701133742,2026-01-21 09:52:00,2026-01-21 10:22:00,2026-01-21 10:53:00,2026-01-21 16:47:00,2026-01-21 12:33:00,6,execution_delay,30.0,31.0,354.0,254.0,True,Severe Delay,0.0,1.0,0.3,3.5282923535737973,8.467901648577115,41.804925788135904,1.0,0.6419444444444444,High,Route execution instability
PKG-100221,CR-113,Chicago,Z1,pickup,41.83916527064684,-87.69251446380567,41.79830498519915,-87.64805006432746,2026-01-24 14:10:00,2026-01-24 15:16:00,2026-01-24 16:42:00,2026-01-24 20:58:00,2026-01-24 17:24:00,21,workload_pressure,66.0,86.0,256.0,214.0,True,Moderate Delay,0.0,0.8916666666666667,1.0,5.849797302374925,14.03951352569982,18.234250035186978,1.0,0.6809722222222222,High,Workload pressure
PKG-100222,CR-124,Memphis,Z4,delivery,35.09552504187976,-90.11720649767018,35.204821997443936,-90.08181462190143,2026-01-11 12:06:00,2026-01-11 12:16:00,2026-01-11 12:33:00,2026-01-11 13:38:00,2026-01-11 15:25:00,6,normal,10.0,17.0,65.0,0.0,False,On Time,0.0,0.0,0.3,12.57202754600897,30.17286611042153,2.154253419682573,1.0,0.14500000000000002,Low,Route execution instability
PKG-100223,CR-105,Dallas,Z5,pickup,32.80942074345469,-96.80798826653665,32.80128162804245,-96.77982917989522,2026-01-14 10:03:00,2026-01-14 10:14:00,2026-01-14 10:25:00,2026-01-14 12:02:00,2026-01-14 16:01:00,6,normal,11.0,11.0,97.0,0.0,False,On Time,0.0,0.0,0.3,2.783045163221439,6.679308391731454,14.522461654874274,1.0,0.14500000000000002,Low,Route execution instability
PKG-100224,CR-134,Dallas,Z3,pickup,32.734707725591555,-96.86905832911384,32.78818316925724,-96.74262327922469,2026-01-05 08:23:00,2026-01-05 08:30:00,2026-01-05 08:44:00,2026-01-05 10:53:00,2026-01-05 14:03:00,6,normal,7.0,14.0,129.0,0.0,False,On Time,0.0,0.0,0.3,13.233705669764017,31.760893607433644,4.061598568177803,1.0,0.14500000000000002,Low,Route execution instability
PKG-100225,CR-130,Chicago,Z1,delivery,41.83121247726778,-87.60768949454807,41.95442923135989,-87.63402869581728,2026-01-04 12:50:00,2026-01-04 13:10:00,2026-01-04 13:36:00,2026-01-04 14:54:00,2026-01-04 16:13:00,7,normal,20.0,26.0,78.0,0.0,False,On Time,0.0,0.0,0.35,13.873452661212218,33.29628638690932,2.3426035892899537,1.0,0.1525,Low,Route execution instability
PKG-100226,CR-134,Atlanta,Z2,pickup,33.810678830839926,-84.40889573361089,33.740324043327114,-84.42587264533074,2026-01-15 12:14:00,2026-01-15 13:25:00,2026-01-15 13:58:00,2026-01-15 17:16:00,2026-01-15 16:20:00,24,workload_pressure,71.0,33.0,198.0,56.0,True,Slight Delay,0.0,0.23333333333333334,1.0,7.978910450318796,19.14938508076511,10.33975760396004,1.0,0.36277777777777775,Medium,Workload pressure
PKG-100227,CR-106,Memphis,Z3,pickup,35.22481288594778,-90.03464376923144,35.15807630498527,-89.99447245337117,2026-01-27 16:26:00,2026-01-27 18:43:00,2026-01-27 21:13:00,2026-01-28 07:16:00,2026-01-27 19:39:00,11,severe_time_window_violation,137.0,150.0,603.0,697.0,True,Severe Delay,0.0,1.0,0.55,8.27004006560186,19.848096157444463,30.380747615122353,1.0,0.7825,Critical,Courier acceptance delay
PKG-100228,CR-130,Dallas,Z1,pickup,32.841144352214265,-96.76271108813914,32.77703623525049,-96.73292719016455,2026-01-26 17:43:00,2026-01-26 18:51:00,2026-01-26 19:46:00,2026-01-27 05:35:00,2026-01-26 20:05:00,10,severe_time_window_violation,68.0,55.0,589.0,570.0,True,Severe Delay,0.0,1.0,0.5,7.652676140313825,18.36642273675318,32.06939143469391,1.0,0.7749999999999999,Critical,Route execution instability
PKG-100229,CR-113,Chicago,Z2,delivery,41.8658399838905,-87.55167521018609,41.867762919285205,-87.5502369237154,2026-01-21 10:53:00,2026-01-21 11:13:00,2026-01-21 13:00:00,2026-01-21 14:31:00,2026-01-21 14:12:00,8,pickup_delay,20.0,107.0,91.0,19.0,True,Slight Delay,0.0,0.07916666666666666,0.4,0.25,0.6,151.66666666666669,1.0,0.1982638888888889,Low,Pickup/task start delay
PKG-100230,CR-125,Newark,Z3,pickup,40.73885010840673,-74.10565409427467,40.65767820757216,-74.14033406054608,2026-01-19 16:50:00,2026-01-19 17:08:00,2026-01-19 17:17:00,2026-01-19 18:20:00,2026-01-19 22:15:00,6,normal,18.0,9.0,63.0,0.0,False,On Time,0.0,0.0,0.3,9.487596747800874,22.770232194722098,2.766770205119065,1.0,0.14500000000000002,Low,Route execution instability
PKG-100231,CR-137,Memphis,Z1,delivery,35.19521930084955,-89.99020395715758,35.210321725540005,-89.98853702996864,2026-01-09 14:41:00,2026-01-09 17:13:00,2026-01-09 17:53:00,2026-01-09 19:17:00,2026-01-09 17:03:00,9,acceptance_delay,152.0,40.0,84.0,134.0,True,Moderate Delay,0.0,0.5583333333333333,0.45,1.68612900598647,4.046709614367528,20.757605068019835,1.0,0.4373611111111111,Medium,Courier acceptance delay
PKG-100232,CR-125,Chicago,Z5,pickup,41.80430520519709,-87.56746812577371,41.85113905211749,-87.6717873129734,2026-01-24 15:58:00,2026-01-24 16:14:00,2026-01-24 16:19:00,2026-01-24 17:47:00,2026-01-24 20:15:00,4,normal,16.0,5.0,88.0,0.0,False,On Time,0.0,0.0,0.2,10.091177471239055,24.21882593097373,3.6335369951792673,1.0,0.13,Low,Route execution instability
PKG-100233,CR-117,Atlanta,Z1,delivery,33.69050168335495,-84.31212489206348,33.73989769813303,-84.33586826691524,2026-01-09 14:38:00,2026-01-09 14:54:00,2026-01-09 18:17:00,2026-01-09 20:04:00,2026-01-09 18:53:00,7,pickup_delay,16.0,203.0,107.0,71.0,True,Moderate Delay,0.0,0.29583333333333334,0.35,5.915345287816084,14.196828690758602,7.536894494588882,1.0,0.2954861111111111,Medium,Pickup/task start delay
PKG-100234,CR-131,Newark,Z3,delivery,40.73814315241753,-74.22696440917775,40.705479694926225,-74.17131275596215,2026-01-05 16:56:00,2026-01-05 18:33:00,2026-01-05 18:55:00,2026-01-05 20:40:00,2026-01-05 19:03:00,8,acceptance_delay,97.0,22.0,105.0,97.0,True,Moderate Delay,0.0,0.4041666666666667,0.4,5.931863335851201,14.23647200604288,7.375422784200412,1.0,0.35534722222222226,Medium,Courier acceptance delay
PKG-100235,CR-102,Atlanta,Z1,pickup,33.78174143123521,-84.42416360024411,33.800761006670264,-84.38717978001006,2026-01-21 09:43:00,2026-01-21 09:59:00,2026-01-21 10:19:00,2026-01-21 12:20:00,2026-01-21 14:37:00,3,normal,16.0,20.0,121.0,0.0,False,On Time,0.0,0.0,0.15,4.019128861869659,9.64590926848718,12.544177706014963,1.0,0.1225,Low,Route execution instability
PKG-100236,CR-130,Newark,Z5,pickup,40.7107798406166,-74.11837539675892,40.697085588346674,-74.1194607677831,2026-01-03 12:01:00,2026-01-03 12:11:00,2026-01-03 12:34:00,2026-01-03 13:46:00,2026-01-03 15:57:00,7,normal,10.0,23.0,72.0,0.0,False,On Time,0.0,0.0,0.35,1.5254775168218855,3.6611460403725253,19.665973224240442,1.0,0.1525,Low,Route execution instability
PKG-100237,CR-114,Chicago,Z3,pickup,41.88022499740131,-87.57145921118223,41.95284213691661,-87.60064804295433,2026-01-16 10:41:00,2026-01-16 11:11:00,2026-01-16 11:16:00,2026-01-16 12:29:00,2026-01-16 14:45:00,6,normal,30.0,5.0,73.0,0.0,False,On Time,0.0,0.0,0.3,8.428109911412752,20.227463787390604,3.6089546750545534,1.0,0.14500000000000002,Low,Route execution instability
PKG-100238,CR-119,Dallas,Z4,pickup,32.83295378769482,-96.8035603169775,32.731613448651665,-96.8286567853961,2026-01-17 17:25:00,2026-01-17 17:35:00,2026-01-17 21:15:00,2026-01-17 23:22:00,2026-01-17 21:06:00,9,pickup_delay,10.0,220.0,127.0,136.0,True,Moderate Delay,0.0,0.5666666666666667,0.45,11.510179482989228,27.62443075917415,4.597379801494116,1.0,0.44138888888888883,Medium,Pickup/task start delay
PKG-100239,CR-138,Newark,Z3,pickup,40.76520610173715,-74.17532185298938,40.709505384622055,-74.20816268000532,2026-01-11 12:16:00,2026-01-11 12:46:00,2026-01-11 15:32:00,2026-01-11 17:16:00,2026-01-11 15:05:00,8,pickup_delay,30.0,166.0,104.0,131.0,True,Moderate Delay,0.0,0.5458333333333333,0.4,6.783594816653343,16.280627559968025,6.387960145696267,1.0,0.4238194444444444,Medium,Pickup/task start delay
PKG-100240,CR-115,Memphis,Z5,pickup,35.175184851788984,-90.02007907993803,35.18490531161482,-90.02413590872601,2026-01-10 12:58:00,2026-01-10 13:15:00,2026-01-10 13:43:00,2026-01-10 14:32:00,2026-01-10 18:27:00,7,normal,17.0,28.0,49.0,0.0,False,On Time,0.0,0.0,0.35,1.1420215687021673,2.7408517648852015,17.877654175891678,1.0,0.1525,Low,Route execution instability
PKG-100241,CR-136,Chicago,Z3,delivery,41.90791089774923,-87.60766982561958,41.87421763227764,-87.55929312726037,2026-01-12 16:19:00,2026-01-12 17:47:00,2026-01-12 18:59:00,2026-01-12 22:25:00,2026-01-12 19:26:00,14,workload_pressure,88.0,72.0,206.0,179.0,True,Moderate Delay,0.0,0.7458333333333333,0.7,5.48375569011567,13.161013656277609,15.652289814450656,1.0,0.5654861111111111,High,Courier acceptance delay
PKG-100242,CR-130,Chicago,Z3,delivery,41.949607740831034,-87.56586541474387,41.90280954309619,-87.67423943815794,2026-01-08 12:26:00,2026-01-08 12:46:00,2026-01-08 13:19:00,2026-01-08 18:25:00,2026-01-08 16:20:00,6,execution_delay,20.0,33.0,306.0,125.0,True,Moderate Delay,0.0,0.5208333333333334,0.3,10.366453660553425,24.87948878532822,12.299288085873068,1.0,0.39673611111111107,Medium,Route execution instability
PKG-100243,CR-129,Memphis,Z4,delivery,35.20812293915081,-90.03562806084119,35.22058815744001,-90.11760548201535,2026-01-29 11:32:00,2026-01-29 11:58:00,2026-01-29 12:15:00,2026-01-29 14:07:00,2026-01-29 15:48:00,5,normal,26.0,17.0,112.0,0.0,False,On Time,0.0,0.0,0.25,7.575232202375256,18.180557285700612,6.16042722123212,1.0,0.1375,Low,Route execution instability
PKG-100244,CR-103,Chicago,Z2,delivery,41.85292718158864,-87.55184934409928,41.94095521972969,-87.55193611905865,2026-01-05 13:55:00,2026-01-05 14:29:00,2026-01-05 14:44:00,2026-01-05 20:48:00,2026-01-05 17:17:00,9,execution_delay,34.0,15.0,364.0,211.0,True,Moderate Delay,0.0,0.8791666666666667,0.45,9.788273878714758,23.49185730891542,15.494730587430308,1.0,0.5924305555555556,High,Route execution instability
PKG-100245,CR-111,Dallas,Z1,delivery,32.769028516570955,-96.84349882106639,32.82046676341129,-96.78479537348213,2026-01-06 15:50:00,2026-01-06 16:02:00,2026-01-06 16:20:00,2026-01-06 22:57:00,2026-01-06 19:25:00,9,execution_delay,12.0,18.0,397.0,212.0,True,Moderate Delay,0.0,0.8833333333333333,0.45,7.926120985378841,19.02269036490922,20.869813490332472,1.0,0.5944444444444444,High,Route execution instability
PKG-100246,CR-127,Atlanta,Z4,pickup,33.73033062720856,-84.46196394904402,33.7009062801965,-84.40830377513163,2026-01-01 13:48:00,2026-01-01 14:35:00,2026-01-01 15:06:00,2026-01-01 17:47:00,2026-01-01 17:38:00,24,workload_pressure,47.0,31.0,161.0,9.0,True,Slight Delay,0.0,0.0375,1.0,5.944559380164874,14.266942512395698,11.284828537026534,1.0,0.268125,Medium,Workload pressure
PKG-100247,CR-115,Chicago,Z3,pickup,41.81872892806853,-87.64843192379077,41.892287310106894,-87.68307677003708,2026-01-27 08:19:00,2026-01-27 10:07:00,2026-01-27 12:20:00,2026-01-27 22:46:00,2026-01-27 11:35:00,16,severe_time_window_violation,108.0,133.0,626.0,671.0,True,Severe Delay,0.0,1.0,0.8,8.668005346819283,20.80321283236628,30.091505819045885,1.0,0.82,Critical,Courier acceptance delay
PKG-100248,CR-121,Atlanta,Z2,pickup,33.828382226349575,-84.38957141046613,33.78901849316171,-84.44161863857737,2026-01-30 14:01:00,2026-01-30 14:29:00,2026-01-30 14:38:00,2026-01-30 15:50:00,2026-01-30 17:06:00,6,normal,28.0,9.0,72.0,0.0,False,On Time,0.0,0.0,0.3,6.502501478428125,15.606003548227502,4.613609100978169,1.0,0.14500000000000002,Low,Route execution instability
PKG-100249,CR-132,Chicago,Z1,pickup,41.91187761441534,-87.58305965519266,41.858130789228134,-87.60734862635638,2026-01-25 16:39:00,2026-01-25 16:45:00,2026-01-25 17:11:00,2026-01-25 18:09:00,2026-01-25 22:26:00,8,normal,6.0,26.0,58.0,0.0,False,On Time,0.0,0.0,0.4,6.305555388677703,15.133332932826487,3.832599220373275,1.0,0.16,Low,Route execution instability
PKG-100250,CR-101,Memphis,Z1,pickup,35.140590286231344,-90.10922478992072,35.10993812689114,-90.01670108562335,2026-01-07 18:40:00,2026-01-07 18:58:00,2026-01-07 19:24:00,2026-01-07 20:21:00,2026-01-08 00:29:00,6,normal,18.0,26.0,57.0,0.0,False,On Time,0.0,0.0,0.3,9.078727595228875,21.7889462285493,2.616005354371607,1.0,0.14500000000000002,Low,Route execution instability
PKG-100251,CR-117,Newark,Z5,delivery,40.72271212028343,-74.10862049199949,40.73755356583448,-74.1535683271912,2026-01-10 09:50:00,2026-01-10 10:01:00,2026-01-10 10:25:00,2026-01-10 11:35:00,2026-01-10 13:57:00,8,normal,11.0,24.0,70.0,0.0,False,On Time,0.0,0.0,0.4,4.131344913686559,9.915227792847741,7.059847888769016,1.0,0.16,Low,Route execution instability
PKG-100252,CR-133,Chicago,Z3,pickup,41.845356192160104,-87.70349508677943,41.877516754138895,-87.67656896251654,2026-01-30 15:21:00,2026-01-30 15:26:00,2026-01-30 15:52:00,2026-01-30 16:48:00,2026-01-30 18:49:00,8,normal,5.0,26.0,56.0,0.0,False,On Time,0.0,0.0,0.4,4.214339826860894,10.114415584466146,5.536652071722814,1.0,0.16,Low,Route execution instability
PKG-100253,CR-136,Atlanta,Z2,delivery,33.793724195613514,-84.45599228581958,33.78477219975149,-84.32323529856696,2026-01-21 11:29:00,2026-01-21 12:56:00,2026-01-21 14:09:00,2026-01-22 00:06:00,2026-01-21 13:35:00,9,severe_time_window_violation,87.0,73.0,597.0,631.0,True,Severe Delay,0.0,1.0,0.45,12.308768383572533,29.541044120574078,20.20917058866633,1.0,0.7675,Critical,Courier acceptance delay
PKG-100254,CR-111,Memphis,Z3,pickup,35.19775537643047,-90.07896686288596,35.187666431326754,-90.11380024474711,2026-01-25 08:00:00,2026-01-25 09:17:00,2026-01-25 10:28:00,2026-01-25 13:51:00,2026-01-25 11:12:00,18,workload_pressure,77.0,71.0,203.0,159.0,True,Moderate Delay,0.0,0.6625,0.9,3.358246889411923,8.059792534588615,25.186752528532853,1.0,0.5552083333333333,High,Courier acceptance delay
PKG-100255,CR-128,Newark,Z3,delivery,40.715319544523915,-74.19756436435834,40.673913119984604,-74.18835996384345,2026-01-15 12:53:00,2026-01-15 13:13:00,2026-01-15 13:43:00,2026-01-15 15:21:00,2026-01-15 18:39:00,8,normal,20.0,30.0,98.0,0.0,False,On Time,0.0,0.0,0.4,4.669120838825014,11.205890013180035,8.745400845870815,1.0,0.16,Low,Route execution instability
PKG-100256,CR-110,Memphis,Z2,delivery,35.226551067283715,-89.99390402441098,35.086094096918146,-89.98320371819646,2026-01-16 17:43:00,2026-01-16 18:07:00,2026-01-16 18:24:00,2026-01-16 19:54:00,2026-01-16 23:19:00,2,normal,24.0,17.0,90.0,0.0,False,On Time,0.0,0.0,0.1,15.64836801375728,37.556083233017475,2.396416033098904,1.0,0.115,Low,Route execution instability
PKG-100257,CR-108,Atlanta,Z4,delivery,33.81101502849017,-84.397489939158,33.67913376743986,-84.36320422898027,2026-01-01 18:33:00,2026-01-01 19:01:00,2026-01-01 19:47:00,2026-01-02 00:44:00,2026-01-01 22:38:00,10,execution_delay,28.0,46.0,297.0,126.0,True,Moderate Delay,0.0,0.525,0.5,15.00325689343615,36.007816544246765,8.24820909746203,1.0,0.42874999999999996,Medium,Route execution instability
PKG-100258,CR-121,Newark,Z5,delivery,40.72495566513743,-74.13613568505218,40.732808748371305,-74.14620629697288,2026-01-21 14:09:00,2026-01-21 15:19:00,2026-01-21 16:46:00,2026-01-21 19:39:00,2026-01-21 16:40:00,23,workload_pressure,70.0,87.0,173.0,179.0,True,Moderate Delay,0.0,0.7458333333333333,1.0,1.2176311857714865,2.9223148458515675,59.19964450291375,1.0,0.6104861111111111,High,Workload pressure
PKG-100259,CR-110,Newark,Z4,pickup,40.79480650153804,-74.24042156120368,40.73436367378311,-74.21385730932843,2026-01-09 08:32:00,2026-01-09 08:57:00,2026-01-09 09:14:00,2026-01-09 10:50:00,2026-01-09 12:32:00,2,normal,25.0,17.0,96.0,0.0,False,On Time,0.0,0.0,0.1,7.083508645580439,17.00042074939305,5.646919062484226,1.0,0.115,Low,Route execution instability
PKG-100260,CR-129,Atlanta,Z5,pickup,33.68308317787241,-84.38824701661221,33.71956984438742,-84.3110926817687,2026-01-24 18:01:00,2026-01-24 18:19:00,2026-01-24 18:25:00,2026-01-24 20:21:00,2026-01-24 23:21:00,2,normal,18.0,6.0,116.0,0.0,False,On Time,0.0,0.0,0.1,8.209891032773012,19.70373847865523,5.887207654814395,1.0,0.115,Low,Route execution instability
PKG-100261,CR-105,Newark,Z5,pickup,40.798117743812014,-74.16242678846496,40.76043535736975,-74.17940673228459,2026-01-11 13:52:00,2026-01-11 14:04:00,2026-01-11 14:23:00,2026-01-11 15:50:00,2026-01-11 19:15:00,8,normal,12.0,19.0,87.0,0.0,False,On Time,0.0,0.0,0.4,4.427295302580067,10.62550872619216,8.18784325926369,1.0,0.16,Low,Route execution instability
PKG-100262,CR-139,Newark,Z4,pickup,40.7702461600453,-74.23415626266308,40.77719119217266,-74.21692046274876,2026-01-11 13:53:00,2026-01-11 14:28:00,2026-01-11 17:12:00,2026-01-11 19:42:00,2026-01-11 17:29:00,6,pickup_delay,35.0,164.0,150.0,133.0,True,Moderate Delay,0.0,0.5541666666666667,0.3,1.6440436381563945,3.945704731575347,38.01602253702131,1.0,0.41284722222222225,Medium,Pickup/task start delay
PKG-100263,CR-106,Memphis,Z2,pickup,35.091971869971566,-90.01430302197635,35.18494945527221,-90.11188615911688,2026-01-20 11:12:00,2026-01-20 11:29:00,2026-01-20 11:40:00,2026-01-20 13:23:00,2026-01-20 15:00:00,7,normal,17.0,11.0,103.0,0.0,False,On Time,0.0,0.0,0.35,13.624376665414443,32.69850399699466,3.1499912047800964,1.0,0.1525,Low,Route execution instability
PKG-100264,CR-121,Memphis,Z4,delivery,35.21776024488597,-89.99500540200218,35.16370977726367,-90.00545677221805,2026-01-15 15:42:00,2026-01-15 16:08:00,2026-01-15 18:12:00,2026-01-15 20:35:00,2026-01-15 18:12:00,8,pickup_delay,26.0,124.0,143.0,143.0,True,Moderate Delay,0.0,0.5958333333333333,0.4,6.084716156409861,14.603318775383666,9.792294628331362,1.0,0.4479861111111111,Medium,Pickup/task start delay
PKG-100265,CR-103,Newark,Z4,pickup,40.80359933980505,-74.1274269604669,40.80132903782988,-74.14170916598015,2026-01-06 10:06:00,2026-01-06 10:30:00,2026-01-06 10:54:00,2026-01-06 12:20:00,2026-01-06 15:15:00,5,normal,24.0,24.0,86.0,0.0,False,On Time,0.0,0.0,0.25,1.2283662781653273,2.9480790675967854,29.17153781431835,1.0,0.1375,Low,Route execution instability
PKG-100266,CR-126,Newark,Z2,pickup,40.719359199432844,-74.19754259103478,40.70276776672941,-74.12363250706986,2026-01-05 14:38:00,2026-01-05 15:11:00,2026-01-05 15:53:00,2026-01-05 21:09:00,2026-01-05 18:47:00,8,execution_delay,33.0,42.0,316.0,142.0,True,Moderate Delay,0.0,0.5916666666666667,0.4,6.497073083183719,15.592975399640924,20.265535723687275,1.0,0.4459722222222222,Medium,Route execution instability
PKG-100267,CR-120,Newark,Z2,delivery,40.68925403140088,-74.13809847429921,40.76555780757105,-74.10500931769326,2026-01-05 18:11:00,2026-01-05 20:54:00,2026-01-05 21:24:00,2026-01-06 00:14:00,2026-01-05 20:25:00,10,acceptance_delay,163.0,30.0,170.0,229.0,True,Moderate Delay,0.0,0.9541666666666667,0.5,8.931006487372079,21.434415569692987,7.9311702923391145,1.0,0.6361805555555555,High,Courier acceptance delay
PKG-100268,CR-135,Atlanta,Z5,pickup,33.77687895768627,-84.32498143977953,33.75442444859258,-84.3276036424073,2026-01-14 08:33:00,2026-01-14 08:50:00,2026-01-14 08:59:00,2026-01-14 09:50:00,2026-01-14 14:24:00,2,normal,17.0,9.0,51.0,0.0,False,On Time,0.0,0.0,0.1,2.5085656079237886,6.020557459017092,8.47097637505584,1.0,0.115,Low,Route execution instability
PKG-100269,CR-112,Dallas,Z2,pickup,32.80604245258636,-96.85357145757749,32.70662525183033,-96.75150281584841,2026-01-07 16:02:00,2026-01-07 16:21:00,2026-01-07 16:29:00,2026-01-07 18:32:00,2026-01-07 21:54:00,7,normal,19.0,8.0,123.0,0.0,False,On Time,0.0,0.0,0.35,14.605050248449018,35.05212059627764,3.509060162627136,1.0,0.1525,Low,Route execution instability
PKG-100270,CR-135,Chicago,Z5,pickup,41.836115275610595,-87.58431085234066,41.925911480398334,-87.66377781527885,2026-01-22 08:59:00,2026-01-22 09:17:00,2026-01-22 09:47:00,2026-01-22 11:59:00,2026-01-22 13:19:00,6,normal,18.0,30.0,132.0,0.0,False,On Time,0.0,0.0,0.3,11.957432667289043,28.6978384014937,4.599649567792168,1.0,0.14500000000000002,Low,Route execution instability
PKG-100271,CR-103,Memphis,Z3,delivery,35.168789871297896,-90.00405201713987,35.208718894771415,-89.99620264288718,2026-01-30 18:45:00,2026-01-30 19:06:00,2026-01-30 19:53:00,2026-01-31 02:12:00,2026-01-30 22:59:00,8,execution_delay,21.0,47.0,379.0,193.0,True,Moderate Delay,0.0,0.8041666666666667,0.4,4.496839794723789,10.792415507337093,35.117254310894666,1.0,0.5486805555555556,High,Route execution instability
PKG-100272,CR-112,Chicago,Z3,pickup,41.82648814375813,-87.60057458372776,41.82801625304518,-87.68199277890315,2026-01-17 09:24:00,2026-01-17 09:37:00,2026-01-17 09:59:00,2026-01-17 11:17:00,2026-01-17 12:57:00,3,normal,13.0,22.0,78.0,0.0,False,On Time,0.0,0.0,0.15,6.748278972679096,16.195869534429832,4.816042746836436,1.0,0.1225,Low,Route execution instability
PKG-100273,CR-137,Dallas,Z1,pickup,32.77131301411353,-96.72700088792466,32.70309049429143,-96.72841948184653,2026-01-20 08:49:00,2026-01-20 09:18:00,2026-01-20 09:54:00,,2026-01-20 11:57:00,10,event_inconsistency,29.0,36.0,,999.0,True,Severe Delay,1.0,1.0,0.5,7.58715837868455,18.20918010884292,1.0,0.5,0.875,Critical,Event-data inconsistency
PKG-100274,CR-136,Newark,Z3,delivery,40.78114503177128,-74.20154255914045,40.69089392246841,-74.22298094439434,2026-01-03 16:10:00,2026-01-03 16:32:00,2026-01-03 16:49:00,2026-01-03 17:45:00,2026-01-03 20:39:00,3,normal,22.0,17.0,56.0,0.0,False,On Time,0.0,0.0,0.15,10.196727904516766,24.472146970840242,2.288315776573536,1.0,0.1225,Low,Route execution instability
PKG-100275,CR-113,Dallas,Z3,pickup,32.74367189714723,-96.72495067578237,32.79562489615738,-96.80102284980221,2026-01-18 18:00:00,2026-01-18 18:16:00,2026-01-18 18:35:00,2026-01-18 19:50:00,2026-01-18 23:44:00,6,normal,16.0,19.0,75.0,0.0,False,On Time,0.0,0.0,0.3,9.163099456052732,21.991438694526558,3.4104180741329455,1.0,0.14500000000000002,Low,Route execution instability
PKG-100276,CR-139,Chicago,Z1,pickup,41.859119617218894,-87.58240694629552,41.81623984440074,-87.66874551093551,2026-01-24 12:01:00,2026-01-24 12:37:00,2026-01-24 13:11:00,,2026-01-24 15:36:00,10,event_inconsistency,36.0,34.0,,999.0,True,Severe Delay,1.0,1.0,0.5,8.596194793323521,20.63086750397645,1.0,0.5,0.875,Critical,Event-data inconsistency
PKG-100277,CR-131,Memphis,Z3,delivery,35.12075004114377,-90.11582472831225,35.08485302897382,-89.97353939681497,2026-01-25 16:34:00,2026-01-25 16:41:00,2026-01-25 16:52:00,2026-01-25 19:02:00,2026-01-25 22:15:00,8,normal,7.0,11.0,130.0,0.0,False,On Time,0.0,0.0,0.4,13.545309670796778,32.50874320991227,3.998924202039333,1.0,0.16,Low,Route execution instability
PKG-100278,CR-113,Atlanta,Z1,delivery,33.755040674243865,-84.3555611413972,33.82519582741425,-84.34396692152592,2026-01-21 09:47:00,2026-01-21 09:57:00,2026-01-21 10:36:00,2026-01-21 17:39:00,2026-01-21 13:09:00,4,execution_delay,10.0,39.0,423.0,270.0,True,Severe Delay,0.0,1.0,0.2,7.874134110890323,18.897921866136777,22.383413530668392,1.0,0.6425,High,Route execution instability
PKG-100279,CR-105,Memphis,Z1,delivery,35.19657436591615,-90.03970652714915,35.16149396708205,-90.09257669840935,2026-01-09 14:24:00,2026-01-09 16:30:00,2026-01-09 17:07:00,2026-01-09 19:07:00,2026-01-09 16:26:00,11,acceptance_delay,126.0,37.0,120.0,161.0,True,Moderate Delay,0.0,0.6708333333333333,0.55,6.189135481414548,14.853925155394915,8.078672724186728,1.0,0.506736111111111,High,Courier acceptance delay
PKG-100280,CR-107,Newark,Z1,delivery,40.77665369547123,-74.15870271786986,40.767841125021285,-74.24078568883216,2026-01-30 16:06:00,2026-01-30 16:32:00,2026-01-30 16:46:00,2026-01-30 18:48:00,2026-01-30 19:28:00,4,normal,26.0,14.0,122.0,0.0,False,On Time,0.0,0.0,0.2,6.981254586837499,16.755011008409998,7.281403750720511,1.0,0.13,Low,Route execution instability
PKG-100281,CR-128,Atlanta,Z4,delivery,33.74483802837887,-84.38264515779035,33.69082103365273,-84.40544118953137,2026-01-26 16:18:00,2026-01-26 17:26:00,2026-01-26 18:44:00,2026-01-27 06:30:00,2026-01-26 20:11:00,18,severe_time_window_violation,68.0,78.0,706.0,619.0,True,Severe Delay,0.0,1.0,0.9,6.365719835948418,15.277727606276205,46.21106084585314,1.0,0.835,Critical,Workload pressure
PKG-100282,CR-123,Memphis,Z5,delivery,35.08921762542936,-90.12819522574817,35.16496478199254,-90.04305567223129,2026-01-31 09:19:00,2026-01-31 09:47:00,2026-01-31 10:15:00,2026-01-31 11:44:00,2026-01-31 13:13:00,5,normal,28.0,28.0,89.0,0.0,False,On Time,0.0,0.0,0.25,11.440919585400168,27.458207004960403,3.2412895708711753,1.0,0.1375,Low,Route execution instability
